Title,Position,Company,category,onet_soc_code,onet_match_score
Construction Project Manager @ GPAC,Construction Project Manager,GPAC,Construction Managers,11-9021.00,0.52614444
Cook @ All Team Staffing Missouri,Cook,All Team Staffing Missouri,"Cooks, Restaurant",35-2014.00,0.64189297
Data Analyst @ Accountemps,Data Analyst,Accountemps,Business Intelligence Analysts,15-2051.01,0.31524915
Ultrasound Tech - PRN - Days - Westover Hills Pedi ED @ CHRISTUS Health.,Ultrasound Tech - PRN - Days - Westover Hills Pedi ED,CHRISTUS Health.,Radiologic Technologists and Technicians,29-2034.00,0.3371443
"Retail Management (Keyholders) @ SHOE SHOW, INC., dba SHOE DEPT. ENCORE",Retail Management (Keyholders),"SHOE SHOW, INC., dba SHOE DEPT. ENCORE",Shoe Machine Operators and Tenders,51-6042.00,0.39159107
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,Human Resources Specialists,13-1071.00,0.44241628
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0.5019945
Quality Engineer (15-00240) @ Global Technology Associates,Quality Engineer (15-00240),Global Technology Associates,Quality Control Systems Managers,11-3051.01,0.44345802
Server @ Ramen Club,Server,Ramen Club,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.53521204
Server @ The Liberty Cafe,Server,The Liberty Cafe,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.5296393
Environmental Services Tech Environmental Services PT (0.5) Days Bergan Mercy Medical Center @ Catholic Health Initiatives,Environmental Services Tech Environmental Services PT (0.5) Days Bergan Mercy Medical Center,Catholic Health Initiatives,Home Health Aides,31-1121.00,0.3741942
Human Resources Supervisor @ OfficeTeam,Human Resources Supervisor,OfficeTeam,Human Resources Specialists,13-1071.00,0.44105163
Line Cook @ The Terrace Room,Line Cook,The Terrace Room,"Cooks, Short Order",35-2015.00,0.51612186
Part-Time Lab Support IT Technician II @ Ocean County College,Part-Time Lab Support IT Technician II,Ocean County College,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,0.34139884
Compliance Coding Auditor @ Spherion Staffing Services,Compliance Coding Auditor,Spherion Staffing Services,Compliance Officers,13-1041.00,0.46220982
Concurrent Coder @ OfficeTeam,Concurrent Coder,OfficeTeam,Medical Records Specialists,29-2072.00,0.44864243
Mid Level C#  .NET developer @ ConsultNet,Mid Level C#  .NET developer,ConsultNet,Web Developers,15-1254.00,0.41096228
Cook @ Sunrise Senior Living,Cook,Sunrise Senior Living,"Cooks, Private Household",35-2013.00,0.465106
Recreation Programmer @ Ocean Pines Recreation and Parks,Recreation Programmer,Ocean Pines Recreation and Parks,"Entertainment and Recreation Managers, Except Gambling",11-9072.00,0.5471996
Multifamily Project Manager @ GPAC,Multifamily Project Manager,GPAC,Construction Managers,11-9021.00,0.40657
Dietary Cook - PRN @ Edgewood Manor Center,Dietary Cook - PRN,Edgewood Manor Center,"Cooks, Private Household",35-2013.00,0.5038382
On The Border- Restaurant Service Assistant @ On The Border - Roanoke (238),On The Border- Restaurant Service Assistant,On The Border - Roanoke (238),Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011.00,0.5845025
Cook - Senior Living @ The Evangelical Lutheran Good Samaritan Society,Cook - Senior Living,The Evangelical Lutheran Good Samaritan Society,"Cooks, Private Household",35-2013.00,0.5676707
Multiple Support Professional - Customer/Technical/Sales Representative @ Convergys,Multiple Support Professional - Customer/Technical/Sales Representative,Convergys,"Educational, Guidance, and Career Counselors and Advisors",21-1012.00,0.4280119
Server- PRN @ CHRISTUS Health.,Server- PRN,CHRISTUS Health.,"Food Servers, Nonrestaurant",35-3041.00,0.476749
Fantastic Coding Manager Role in Long Beach @ OfficeTeam Healthcare,Fantastic Coding Manager Role in Long Beach,OfficeTeam Healthcare,Medical Records Specialists,29-2072.00,0.42423695
Hiring All Restaurant Positions - Servers - Cooks - Bartenders @ Olive Garden,Hiring All Restaurant Positions - Servers - Cooks - Bartenders,Olive Garden,"Cooks, Restaurant",35-2014.00,0.52605444
Dining Room Server - Restaurant - Encinitas @ Belmont Village Cardiff by the Sea,Dining Room Server - Restaurant - Encinitas,Belmont Village Cardiff by the Sea,"Cooks, Restaurant",35-2014.00,0.5119313
Med Tech/CNA and CNA's @ Elmcroft Senior Living,Med Tech/CNA and CNA's,Elmcroft Senior Living,Nursing Assistants,31-1131.00,0.50104785
AR Clerk Needed at Growing IT Company! @ Accountemps,AR Clerk Needed at Growing IT Company!,Accountemps,Counter and Rental Clerks,41-2021.00,0.46414754
"Waiter, Waitress, Server, Bartender, Host, Hostess, Busser @ LongHorn Steakhouse","Waiter, Waitress, Server, Bartender, Host, Hostess, Busser",LongHorn Steakhouse,Waiters and Waitresses,35-3031.00,0.5661912
"Emergency Department Tech- Emergency Room- PRN-Varies-SAn Antonio, TX @ CHRISTUS Health.","Emergency Department Tech- Emergency Room- PRN-Varies-SAn Antonio, TX",CHRISTUS Health.,Emergency Medical Technicians,29-2042.00,0.6066517
Bilingual Spanish Recruiter/ Dispatcher/Staffing Coordinator @ OfficeTeam,Bilingual Spanish Recruiter/ Dispatcher/Staffing Coordinator,OfficeTeam,Human Resources Specialists,13-1071.00,0.38492376
Experienced Host Staff @ Eddie V's,Experienced Host Staff,Eddie V's,Chefs and Head Cooks,35-1011.00,0.46122873
PHP Developer @ Spherion Staffing Services,PHP Developer,Spherion Staffing Services,Web Developers,15-1254.00,0.39402905
Systems Administrator @ OfficeTeam,Systems Administrator,OfficeTeam,Network and Computer Systems Administrators,15-1244.00,0.4139428
Master Cook - Sage (PT) @ MGM Resorts International,Master Cook - Sage (PT),MGM Resorts International,Chefs and Head Cooks,35-1011.00,0.5702894
Cook @ Prairie Meadows Alzheimer’s Special Care Center,Cook,Prairie Meadows Alzheimer’s Special Care Center,"Cooks, Private Household",35-2013.00,0.5084173
Business Intelligence Analyst @ ConsultNet,Business Intelligence Analyst,ConsultNet,Business Intelligence Analysts,15-2051.01,0.5069909
CULINARY ARTS / CHEF CAREER TRAINING - LOCAL CULINARY TRAINING AVAILABLE @ My Chef Career,CULINARY ARTS / CHEF CAREER TRAINING - LOCAL CULINARY TRAINING AVAILABLE,My Chef Career,"Cooks, Private Household",35-2013.00,0.52124465
Recruiter @ MorphoTrak,Recruiter,MorphoTrak,"Interviewers, Except Eligibility and Loan",43-4111.00,0.36966538
RECRUITER @ Client First Settlement,RECRUITER,Client First Settlement,Human Resources Specialists,13-1071.00,0.54908097
CT Scan Tech - Radiology/PRN @ Community Health Systems,CT Scan Tech - Radiology/PRN,Community Health Systems,Radiologic Technologists and Technicians,29-2034.00,0.5833502
Quality Assurance Specialist II- Temporary @ Mercantil Commercebank N.A.,Quality Assurance Specialist II- Temporary,Mercantil Commercebank N.A.,New Accounts Clerks,43-4141.00,0.53449935
Patient Care Tech - NICU @ HCA-Mountain,Patient Care Tech - NICU,HCA-Mountain,Patient Representatives,29-2099.08,0.48777252
Part Time HR Assistant @ Home Instead Senior Care,Part Time HR Assistant,Home Instead Senior Care,Human Resources Specialists,13-1071.00,0.40889478
Hiring Restaurant Positions - Servers - Bussers - Host Staff @ Olive Garden,Hiring Restaurant Positions - Servers - Bussers - Host Staff,Olive Garden,"Food Servers, Nonrestaurant",35-3041.00,0.54290736
"Shift Manager, Kitchen Staff, Server, Cashier - Job Fair! @ Ryans - Ovation Brands - RMCJobs","Shift Manager, Kitchen Staff, Server, Cashier - Job Fair!",Ryans - Ovation Brands - RMCJobs,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.4808607
Dishwasher @ Parallel Employment Group,Dishwasher,Parallel Employment Group,Dishwashers,35-9021.00,0.623633
Staff Nurse 12 hr Neurovascular Days @ Dignity Heath - Sequoia Hospital,Staff Nurse 12 hr Neurovascular Days,Dignity Heath - Sequoia Hospital,Critical Care Nurses,29-1141.03,0.41428578
Hiring All Restaurant Positions - Servers - Cooks - Bartenders @ LongHorn Steakhouse,Hiring All Restaurant Positions - Servers - Cooks - Bartenders,LongHorn Steakhouse,"Cooks, Restaurant",35-2014.00,0.5578569
Telemetry Monitor Tech PT Days **** @ Catholic Health Initiatives,Telemetry Monitor Tech PT Days ****,Catholic Health Initiatives,Cardiovascular Technologists and Technicians,29-2031.00,0.5124531
ULTRASOUND TECH - Part Time - Varied @ Dignity Health - Mercy Hospital of Bakersfield,ULTRASOUND TECH - Part Time - Varied,Dignity Health - Mercy Hospital of Bakersfield,Radiologic Technologists and Technicians,29-2034.00,0.33973503
OTO Culinary Ambassador 42 Seven Fields @ Club Demonstration Services,OTO Culinary Ambassador 42 Seven Fields,Club Demonstration Services,Chefs and Head Cooks,35-1011.00,0.4875877
RN / LPN - High Tech Pediatric Client - We Will Train @ BAYADA HOME HEALTH CARE,RN / LPN - High Tech Pediatric Client - We Will Train,BAYADA HOME HEALTH CARE,Home Health Aides,31-1121.00,0.42999256
TECH EVS - ON-CALL VARIED @ Dignity Health - St. Bernardine,TECH EVS - ON-CALL VARIED,Dignity Health - St. Bernardine,Medical Equipment Preparers,31-9093.00,0.40166336
FLOOR TECH @ Life Care Centers of America,FLOOR TECH,Life Care Centers of America,Medical Appliance Technicians,51-9082.00,0.39973512
Hiring All Restaurant Positions - Servers - Cooks - Bartenders @ LongHorn Steakhouse,Hiring All Restaurant Positions - Servers - Cooks - Bartenders,LongHorn Steakhouse,"Cooks, Restaurant",35-2014.00,0.54410064
**HR Coordinator to start with Tech Company** @ OfficeTeam,**HR Coordinator to start with Tech Company**,OfficeTeam,Human Resources Specialists,13-1071.00,0.49085477
Multiple Support Professional - Customer/Technical/Sales Representative @ Convergys,Multiple Support Professional - Customer/Technical/Sales Representative,Convergys,"Educational, Guidance, and Career Counselors and Advisors",21-1012.00,0.42741513
Bakery - Baker - Pastry Chef -MGM Grand @ MGM Resorts International,Bakery - Baker - Pastry Chef -MGM Grand,MGM Resorts International,Bakers,51-3011.00,0.4917103
Medical Coder for Emergency Department @ OfficeTeam,Medical Coder for Emergency Department,OfficeTeam,Medical Records Specialists,29-2072.00,0.43398768
Restaurant Manager @ Olive Garden,Restaurant Manager,Olive Garden,Food Service Managers,11-9051.00,0.5578557
Hospital Cook I @ Sodexo,Hospital Cook I,Sodexo,First-Line Supervisors of Food Preparation and Serving Workers,35-1012.00,0.5179043
OUTPATIENT CODER 2 @ Yale New Haven Health,OUTPATIENT CODER 2,Yale New Haven Health,Medical Records Specialists,29-2072.00,0.6325259
Radiology Tech - PT @ Community Health Systems,Radiology Tech - PT,Community Health Systems,Radiologic Technologists and Technicians,29-2034.00,0.6313906
Master Cook - Le Cirque (PT) @ MGM Resorts International,Master Cook - Le Cirque (PT),MGM Resorts International,Chefs and Head Cooks,35-1011.00,0.5205568
Pharmacy Tech @ Corizon,Pharmacy Tech,Corizon,Pharmacy Aides,31-9095.00,0.46187562
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,Human Resources Specialists,13-1071.00,0.5012479
Billing Tech @ Providence Health & Services,Billing Tech,Providence Health & Services,"Hotel, Motel, and Resort Desk Clerks",43-4081.00,0.45109963
Restaurant Staff Positions (Food Service - Cook - Server - Kitchen) @ Sun Communities,Restaurant Staff Positions (Food Service - Cook - Server - Kitchen),Sun Communities,"Food Servers, Nonrestaurant",35-3041.00,0.48640198
Staff Accountant for an Emerging Software Company @ Accountemps,Staff Accountant for an Emerging Software Company,Accountemps,New Accounts Clerks,43-4141.00,0.5373866
Coder I/Per Diem/Days @ Dignity Health-California Hospital Medical Center,Coder I/Per Diem/Days,Dignity Health-California Hospital Medical Center,Medical Records Specialists,29-2072.00,0.5914789
Hiring All Restaurant Positions - Servers - Cooks - Bartenders @ Olive Garden,Hiring All Restaurant Positions - Servers - Cooks - Bartenders,Olive Garden,"Cooks, Private Household",35-2013.00,0.5643102
REGISTERED BEHAVIOR TECH (RBT) @ Clearbrook,REGISTERED BEHAVIOR TECH (RBT),Clearbrook,"Counselors, All Other",21-1019.00,0.44630352
Cook II In Room Dining Steady Extra @ Wynn Las Vegas,Cook II In Room Dining Steady Extra,Wynn Las Vegas,"Cooks, Private Household",35-2013.00,0.56034184
Surgical Tech @ Barstow Healthcare Mgmt - MSO,Surgical Tech,Barstow Healthcare Mgmt - MSO,Surgical Technologists,29-2055.00,0.6098877
"OB TECH 12 HR Per Diem, Days @ Dignity Health - Glendale Memorial Hospital","OB TECH 12 HR Per Diem, Days",Dignity Health - Glendale Memorial Hospital,Nurse Midwives,29-1161.00,0.340801
Work at Home – Customer Service & Tech Support Representative @ Sutherland CloudSource (Work at Home),Work at Home – Customer Service & Tech Support Representative,Sutherland CloudSource (Work at Home),Counter and Rental Clerks,41-2021.00,0.4440177
Visual Designer/Front-end Developer @ Wunderland,Visual Designer/Front-end Developer,Wunderland,Web and Digital Interface Designers,15-1255.00,0.46584025
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,Human Resources Specialists,13-1071.00,0.41286695
Cook @ North Park Nursing Center,Cook,North Park Nursing Center,"Food Servers, Nonrestaurant",35-3041.00,0.40225637
Contract Recruiter - Telecom|Wireless @ MasTec Network Solutions,Contract Recruiter - Telecom|Wireless,MasTec Network Solutions,Telecommunications Engineering Specialists,15-1241.01,0.46345246
Ambassadors Needed for TV Service Provider $21/hr @ 24 Seven Inc,Ambassadors Needed for TV Service Provider $21/hr,24 Seven Inc,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-3091.00,0.34017867
"Server - Williamsburg, VA @ Great Wolf Lodge - WI","Server - Williamsburg, VA",Great Wolf Lodge - WI,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.5808232
Customer Service / Sales Representative (Tech Industry) @ OfficeTeam,Customer Service / Sales Representative (Tech Industry),OfficeTeam,Solar Sales Representatives and Assessors,41-4011.07,0.42249066
Help Desk @ Recruiting Solutions,Help Desk,Recruiting Solutions,Customer Service Representatives,43-4051.00,0.3602229
Banquet Server @ First Class Workforce Solutions,Banquet Server,First Class Workforce Solutions,"Food Servers, Nonrestaurant",35-3041.00,0.5303349
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0.5530568
Hospitalist Department Tech @ Dignity Health -  Medical Foundation,Hospitalist Department Tech,Dignity Health -  Medical Foundation,Health Information Technologists and Medical Registrars,29-9021.00,0.5714822
Restaurant Server @ Crowne Plaza- Independently Owned & Operated,Restaurant Server,Crowne Plaza- Independently Owned & Operated,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.49345475
Radiology Tech @ NextCare,Radiology Tech,NextCare,Radiologic Technologists and Technicians,29-2034.00,0.43130654
Cashiers - Ranger Ball Park @ Signature Hospitality Staffing,Cashiers - Ranger Ball Park,Signature Hospitality Staffing,Cashiers,41-2011.00,0.4611361
IT Instructors @ Learning Tree International,IT Instructors,Learning Tree International,"Teaching Assistants, Postsecondary",25-9044.00,0.40829512
Cocktail Server - Pool Bar (PT) @ MGM Resorts International,Cocktail Server - Pool Bar (PT),MGM Resorts International,Bartenders,35-3011.00,0.5502561
High Tech Pediatric Teaching Available @ BAYADA HOME HEALTH CARE,High Tech Pediatric Teaching Available,BAYADA HOME HEALTH CARE,Home Health Aides,31-1121.00,0.43838096
Caring Hab Tech Needed @ BAYADA HOME HEALTH CARE,Caring Hab Tech Needed,BAYADA HOME HEALTH CARE,Home Health Aides,31-1121.00,0.4628162
Manufacturing Engineer-Machining @ MR-MRi of Wicker Park,Manufacturing Engineer-Machining,MR-MRi of Wicker Park,Industrial Engineers,17-2112.00,0.5813967
Server - Waitress - Waiter @ Bob Evans Corporate,Server - Waitress - Waiter,Bob Evans Corporate,Waiters and Waitresses,35-3031.00,0.50241566
Human Resources Assistant for 3-6 month project @ OfficeTeam,Human Resources Assistant for 3-6 month project,OfficeTeam,Human Resources Specialists,13-1071.00,0.47405744
Electrical Controls Engineer-Custom Processing Machinery @ MR-MRi of Wicker Park,Electrical Controls Engineer-Custom Processing Machinery,MR-MRi of Wicker Park,Industrial Engineers,17-2112.00,0.54893225
Part-Time Software Install Administrator @ Reynolds and Reynolds,Part-Time Software Install Administrator,Reynolds and Reynolds,Network and Computer Systems Administrators,15-1244.00,0.47861668
Server @ Pizza Antica,Server,Pizza Antica,"Food Servers, Nonrestaurant",35-3041.00,0.59408414
